studentid,cohorttermindex,pathway,creditsearned,collegecreditsearned,collegecreditsattempted
32195,1,2,12,12,15
32195,2,2,9,9,9
32195,3,2,9,9,9
32195,4,2,6,6,6
32195,5,2,12,12,12
32195,6,99,,,
32196,1,2,12,12,12
32196,2,2,12,12,15
32196,3,100,,,
32196,4,100,,,
32196,5,100,,,
32196,6,100,,,
32200,1,2,15,15,15
32200,2,2,3,3,3
32200,3,2,12,12,12
32200,4,2,3,3,3
32200,5,2,6,6,6
32200,6,99,,,
32202,1,2,6,6,6
32202,2,2,6,6,6
32202,3,2,9,9,9
32202,4,2,15,15,15
32202,5,99,,,
32202,6,99,,,
32204,1,2,6,6,6
32204,2,2,12,12,12
32204,3,2,15,15,15
32204,4,2,15,15,18
32204,5,100,,,
32204,6,100,,,
32216,1,2,18,15,15
32216,2,101,,,
32216,3,101,,,
32216,4,101,,,
32216,5,101,,,
32216,6,101,,,
32220,1,2,3,3,3
32220,2,2,3,3,3
32220,3,2,3,3,3
32220,4,2,3,3,3
32220,5,2,15,15,15
32220,6,100,,,
32227,1,4,12,12,12
32227,2,99,,,
32227,3,99,,,
32227,4,99,,,
32227,5,99,,,
32227,6,99,,,
32229,1,2,15,15,15
32229,2,2,6,6,6
32229,3,2,6,6,6
32229,4,2,6,6,6
32229,5,99,,,
32229,6,99,,,
32235,1,3,15,15,15
32235,2,3,12,12,12
32235,3,3,6,6,6
32235,4,3,15,15,15
32235,5,99,,,
32235,6,99,,,
32240,1,1,9,9,12
32240,2,1,9,9,9
32240,3,99,,,
32240,4,99,,,
32240,5,99,,,
32240,6,99,,,
32251,1,3,12,12,12
32251,2,3,9,9,9
32251,3,3,12,12,15
32251,4,3,12,12,12
32251,5,4,9,9,12
32251,6,99,,,
32256,1,2,6,6,6
32256,2,2,3,3,3
32256,3,2,3,3,3
32256,4,99,,,
32256,5,99,,,
32256,6,99,,,
32257,1,2,12,12,15
32257,2,2,3,3,3
32257,3,2,12,12,12
32257,4,2,3,3,6
32257,5,2,3,3,3
32257,6,99,,,
32261,1,3,6,6,6
32261,2,3,12,12,12
32261,3,3,12,9,9
32261,4,3,3,3,3
32261,5,99,,,
32261,6,99,,,
32267,1,4,3,3,3
32267,2,4,9,9,9
32267,3,4,3,3,3
32267,4,4,9,9,9
32267,5,4,15,15,15
32267,6,99,,,
32268,1,1,12,12,12
32268,2,1,9,9,9
32268,3,1,3,3,3
32268,4,1,12,12,12
32268,5,99,,,
32268,6,99,,,
32282,1,4,15,15,15
32282,2,4,15,15,15
32282,3,4,15,15,15
32282,4,99,,,
32282,5,99,,,
32282,6,99,,,
32290,1,4,15,15,15
32290,2,4,12,12,12
32290,3,4,9,6,6
32290,4,99,,,
32290,5,99,,,
32290,6,99,,,
32292,1,4,6,6,9
32292,2,4,3,3,3
32292,3,4,12,12,12
32292,4,4,3,3,3
32292,5,4,6,6,6
32292,6,99,,,
32296,1,4,6,6,6
32296,2,4,15,15,15
32296,3,99,,,
32296,4,99,,,
32296,5,99,,,
32296,6,99,,,
32300,1,1,6,6,6
32300,2,99,,,
32300,3,99,,,
32300,4,99,,,
32300,5,99,,,
32300,6,99,,,
32304,1,1,6,6,6
32304,2,1,9,9,9
32304,3,1,9,9,9
32304,4,100,,,
32304,5,100,,,
32304,6,100,,,
32306,1,2,3,3,3
32306,2,2,12,12,12
32306,3,2,3,3,6
32306,4,2,12,12,12
32306,5,2,9,9,9
32306,6,99,,,
32315,1,4,12,9,9
32315,2,4,15,15,15
32315,3,100,,,
32315,4,100,,,
32315,5,100,,,
32315,6,100,,,
32328,1,3,15,15,15
32328,2,3,15,15,15
32328,3,3,9,9,9
32328,4,3,12,12,12
32328,5,3,12,12,12
32328,6,101,,,
32329,1,2,3,3,3
32329,2,2,15,15,15
32329,3,2,3,3,3
32329,4,2,15,15,15
32329,5,2,15,15,15
32329,6,99,,,
32339,1,1,3,3,3
32339,2,1,6,6,6
32339,3,100,,,
32339,4,100,,,
32339,5,100,,,
32339,6,100,,,
32372,1,1,6,6,6
32372,2,1,15,15,15
32372,3,1,9,9,9
32372,4,1,9,9,9
32372,5,1,3,3,3
32372,6,100,,,
32373,1,4,15,15,15
32373,2,100,,,
32373,3,100,,,
32373,4,100,,,
32373,5,100,,,
32373,6,100,,,
32375,1,4,3,3,3
32375,2,4,6,6,6
32375,3,4,6,6,6
32375,4,4,3,3,6
32375,5,4,3,3,3
32375,6,99,,,
32380,1,1,12,9,12
32380,2,1,6,6,6
32380,3,1,12,12,15
32380,4,1,15,15,15
32380,5,99,,,
32380,6,99,,,
32382,1,4,9,9,9
32382,2,4,3,3,3
32382,3,4,15,15,15
32382,4,4,9,9,9
32382,5,4,3,3,3
32382,6,99,,,
32383,1,3,12,12,12
32383,2,3,15,15,15
32383,3,3,15,15,15
32383,4,2,15,15,15
32383,5,2,9,3,3
32383,6,101,,,
32385,1,1,9,9,9
32385,2,1,12,12,12
32385,3,1,6,6,6
32385,4,1,15,15,18
32385,5,1,12,12,12
32385,6,1,12,12,12
32387,1,3,15,15,15
32387,2,3,9,9,9
32387,3,3,6,6,6
32387,4,99,,,
32387,5,99,,,
32387,6,99,,,
32390,1,2,18,15,15
32390,2,2,18,18,18
32390,3,2,15,15,15
32390,4,2,15,12,12
32390,5,101,,,
32390,6,101,,,
32404,1,1,3,3,3
32404,2,1,12,12,12
32404,3,100,,,
32404,4,100,,,
32404,5,100,,,
32404,6,100,,,
32407,1,4,3,3,6
32407,2,4,3,3,3
32407,3,4,12,12,12
32407,4,4,15,15,15
32407,5,4,9,9,9
32407,6,99,,,
32411,1,1,3,3,3
32411,2,1,12,12,12
32411,3,1,3,3,3
32411,4,1,3,0,0
32411,5,100,,,
32411,6,100,,,
32418,1,4,6,6,9
32418,2,4,3,3,3
32418,3,99,,,
32418,4,99,,,
32418,5,99,,,
32418,6,99,,,
32422,1,1,9,6,6
32422,2,1,12,12,15
32422,3,1,15,15,15
32422,4,1,12,12,12
32422,5,99,,,
32422,6,99,,,
32424,1,2,18,18,18
32424,2,2,18,18,18
32424,3,2,18,18,21
32424,4,101,,,
32424,5,101,,,
32424,6,101,,,
32426,1,1,15,15,15
32426,2,1,6,6,6
32426,3,1,12,12,12
32426,4,100,,,
32426,5,100,,,
32426,6,100,,,
32427,1,1,6,6,6
32427,2,99,,,
32427,3,99,,,
32427,4,99,,,
32427,5,99,,,
32427,6,99,,,
32429,1,4,3,3,6
32429,2,4,6,6,6
32429,3,99,,,
32429,4,99,,,
32429,5,99,,,
32429,6,99,,,
32439,1,2,15,15,15
32439,2,2,9,9,9
32439,3,2,6,6,9
32439,4,99,,,
32439,5,99,,,
32439,6,99,,,
32444,1,1,9,9,12
32444,2,1,9,9,9
32444,3,1,6,6,6
32444,4,1,3,3,3
32444,5,99,,,
32444,6,99,,,
32451,1,2,6,6,6
32451,2,2,6,6,9
32451,3,2,9,9,9
32451,4,2,15,15,18
32451,5,2,15,15,15
32451,6,99,,,
32458,1,1,3,3,6
32458,2,99,,,
32458,3,99,,,
32458,4,99,,,
32458,5,99,,,
32458,6,99,,,
32460,1,4,12,12,12
32460,2,4,15,15,15
32460,3,4,9,9,9
32460,4,4,6,6,6
32460,5,4,9,9,9
32460,6,99,,,
32469,1,3,12,12,15
32469,2,3,3,3,6
32469,3,3,3,3,3
32469,4,3,3,3,3
32469,5,99,,,
32469,6,99,,,
32472,1,4,9,9,12
32472,2,4,15,15,15
32472,3,4,3,3,6
32472,4,4,3,3,3
32472,5,99,,,
32472,6,99,,,
32478,1,2,15,15,15
32478,2,2,9,9,9
32478,3,99,,,
32478,4,99,,,
32478,5,99,,,
32478,6,99,,,
32479,1,2,15,15,15
32479,2,2,3,3,3
32479,3,2,3,3,3
32479,4,99,,,
32479,5,99,,,
32479,6,99,,,
32486,1,1,12,12,12
32486,2,99,,,
32486,3,99,,,
32486,4,99,,,
32486,5,99,,,
32486,6,99,,,
32490,1,4,9,9,9
32490,2,4,3,3,6
32490,3,4,12,12,15
32490,4,4,15,15,18
32490,5,4,12,12,12
32490,6,99,,,
32494,1,2,15,15,18
32494,2,99,,,
32494,3,99,,,
32494,4,99,,,
32494,5,99,,,
32494,6,99,,,
32496,1,2,6,6,6
32496,2,2,6,6,6
32496,3,2,15,15,15
32496,4,2,9,6,6
32496,5,2,6,6,9
32496,6,99,,,
32497,1,4,6,6,6
32497,2,4,9,9,9
32497,3,4,3,3,3
32497,4,99,,,
32497,5,99,,,
32497,6,99,,,
32498,1,4,15,9,9
32498,2,4,15,15,15
32498,3,4,15,15,15
32498,4,4,12,12,12
32498,5,4,12,12,12
32498,6,101,,,
32503,1,2,6,6,6
32503,2,2,15,15,15
32503,3,2,12,12,12
32503,4,2,3,3,3
32503,5,99,,,
32503,6,99,,,
32512,1,1,3,3,3
32512,2,1,12,12,12
32512,3,1,6,6,9
32512,4,1,12,12,12
32512,5,1,9,9,9
32512,6,100,,,
32513,1,2,9,9,12
32513,2,2,15,15,15
32513,3,2,6,6,6
32513,4,2,15,15,18
32513,5,99,,,
32513,6,99,,,
32515,1,3,12,12,15
32515,2,3,9,9,9
32515,3,3,3,3,6
32515,4,99,,,
32515,5,99,,,
32515,6,99,,,
32531,1,4,9,9,9
32531,2,4,9,9,9
32531,3,99,,,
32531,4,99,,,
32531,5,99,,,
32531,6,99,,,
32532,1,1,15,15,15
32532,2,1,15,15,15
32532,3,1,9,9,12
32532,4,1,15,15,15
32532,5,1,6,6,9
32532,6,99,,,
32533,1,4,15,15,15
32533,2,4,15,15,18
32533,3,4,9,9,9
32533,4,4,3,3,3
32533,5,4,12,12,12
32533,6,99,,,
32540,1,3,3,3,3
32540,2,3,12,12,12
32540,3,3,6,6,6
32540,4,2,3,3,6
32540,5,2,12,12,12
32540,6,2,12,12,15
32549,1,3,18,15,15
32549,2,3,18,18,18
32549,3,101,,,
32549,4,101,,,
32549,5,101,,,
32549,6,101,,,
32558,1,1,9,9,9
32558,2,1,12,12,12
32558,3,1,6,6,9
32558,4,99,,,
32558,5,99,,,
32558,6,99,,,
32560,1,4,15,15,15
32560,2,4,3,3,3
32560,3,4,15,15,15
32560,4,4,15,15,15
32560,5,100,,,
32560,6,100,,,
32562,1,4,9,9,9
32562,2,4,3,3,3
32562,3,99,,,
32562,4,99,,,
32562,5,99,,,
32562,6,99,,,
32577,1,3,3,3,3
32577,2,3,6,6,6
32577,3,99,,,
32577,4,99,,,
32577,5,99,,,
32577,6,99,,,
32592,1,1,6,6,6
32592,2,1,9,9,9
32592,3,1,3,3,3
32592,4,1,9,9,9
32592,5,1,6,6,6
32592,6,99,,,
32595,1,2,15,15,15
32595,2,2,9,9,9
32595,3,2,15,15,15
32595,4,2,12,12,12
32595,5,2,3,0,0
32595,6,100,,,
32597,1,1,3,3,3
32597,2,1,12,12,15
32597,3,1,15,15,15
32597,4,99,,,
32597,5,99,,,
32597,6,99,,,
32608,1,2,15,15,15
32608,2,2,15,15,15
32608,3,2,6,6,6
32608,4,2,12,12,12
32608,5,99,,,
32608,6,99,,,
32611,1,3,3,3,3
32611,2,100,,,
32611,3,100,,,
32611,4,100,,,
32611,5,100,,,
32611,6,100,,,
32613,1,3,15,15,18
32613,2,3,15,15,15
32613,3,3,15,15,15
32613,4,3,15,15,15
32613,5,101,,,
32613,6,101,,,
32621,1,2,15,15,15
32621,2,2,12,12,12
32621,3,2,6,6,6
32621,4,2,9,9,12
32621,5,2,9,9,9
32621,6,99,,,
32625,1,2,12,12,15
32625,2,2,9,9,9
32625,3,2,9,9,12
32625,4,99,,,
32625,5,99,,,
32625,6,99,,,
32627,1,1,12,12,12
32627,2,1,15,15,18
32627,3,100,,,
32627,4,100,,,
32627,5,100,,,
32627,6,100,,,
32630,1,3,9,9,9
32630,2,3,12,12,12
32630,3,3,15,15,15
32630,4,3,3,3,3
32630,5,99,,,
32630,6,99,,,
32644,1,2,3,3,3
32644,2,2,9,6,6
32644,3,2,9,9,9
32644,4,100,,,
32644,5,100,,,
32644,6,100,,,
32648,1,3,3,0,3
32648,2,3,3,0,0
32648,3,3,3,3,6
32648,4,2,6,6,6
32648,5,2,15,15,15
32648,6,2,15,15,15
32649,1,2,6,6,6
32649,2,2,3,3,3
32649,3,2,15,15,18
32649,4,99,,,
32649,5,99,,,
32649,6,99,,,
32652,1,3,18,18,18
32652,2,3,18,15,15
32652,3,101,,,
32652,4,101,,,
32652,5,101,,,
32652,6,101,,,
32653,1,1,3,3,3
32653,2,1,3,3,3
32653,3,1,3,3,3
32653,4,1,3,3,3
32653,5,100,,,
32653,6,100,,,
32660,1,2,15,15,18
32660,2,99,,,
32660,3,99,,,
32660,4,99,,,
32660,5,99,,,
32660,6,99,,,
32664,1,3,15,12,12
32664,2,3,12,9,9
32664,3,3,15,15,18
32664,4,2,12,12,12
32664,5,2,12,12,12
32664,6,101,,,
32666,1,2,6,6,6
32666,2,100,,,
32666,3,100,,,
32666,4,100,,,
32666,5,100,,,
32666,6,100,,,
32671,1,2,18,18,18
32671,2,2,18,18,18
32671,3,2,18,12,12
32671,4,101,,,
32671,5,101,,,
32671,6,101,,,
32677,1,2,3,3,3
32677,2,2,9,9,9
32677,3,2,9,9,9
32677,4,2,15,15,18
32677,5,2,9,9,12
32677,6,99,,,
32680,1,4,18,18,18
32680,2,4,18,18,21
32680,3,4,15,15,15
32680,4,4,15,15,15
32680,5,101,,,
32680,6,101,,,
32681,1,2,9,9,9
32681,2,2,9,9,9
32681,3,2,12,12,12
32681,4,99,,,
32681,5,99,,,
32681,6,99,,,
32684,1,1,9,6,6
32684,2,1,15,15,15
32684,3,100,,,
32684,4,100,,,
32684,5,100,,,
32684,6,100,,,
32687,1,2,9,9,9
32687,2,2,9,9,9
32687,3,2,3,3,3
32687,4,2,3,3,3
32687,5,2,9,9,9
32687,6,99,,,
32688,1,1,6,6,6
32688,2,1,3,3,3
32688,3,1,15,15,15
32688,4,1,3,3,3
32688,5,1,6,6,9
32688,6,99,,,
32699,1,2,9,9,9
32699,2,2,9,6,6
32699,3,2,6,6,9
32699,4,2,15,15,18
32699,5,99,,,
32699,6,99,,,
32712,1,1,9,9,12
32712,2,1,15,15,15
32712,3,100,,,
32712,4,100,,,
32712,5,100,,,
32712,6,100,,,
32715,1,3,9,9,9
32715,2,3,3,3,3
32715,3,3,15,15,18
32715,4,3,9,9,9
32715,5,99,,,
32715,6,99,,,
32720,1,3,3,3,3
32720,2,3,3,3,3
32720,3,3,6,6,6
32720,4,99,,,
32720,5,99,,,
32720,6,99,,,
32724,1,1,15,15,15
32724,2,1,3,3,6
32724,3,1,9,9,9
32724,4,1,3,3,3
32724,5,1,12,12,12
32724,6,100,,,
32726,1,2,15,15,18
32726,2,2,3,3,3
32726,3,2,6,6,6
32726,4,2,15,15,15
32726,5,99,,,
32726,6,99,,,
32734,1,2,6,6,9
32734,2,2,6,6,6
32734,3,2,3,3,3
32734,4,2,12,12,15
32734,5,2,15,15,15
32734,6,99,,,
32737,1,3,12,12,15
32737,2,3,3,3,3
32737,3,3,6,6,6
32737,4,3,15,15,15
32737,5,3,6,6,6
32737,6,3,9,6,6
32738,1,1,9,6,6
32738,2,1,6,6,6
32738,3,1,3,3,3
32738,4,1,3,3,6
32738,5,99,,,
32738,6,99,,,
32739,1,1,12,12,12
32739,2,1,15,15,18
32739,3,1,12,12,12
32739,4,1,6,6,9
32739,5,1,9,9,12
32739,6,99,,,
32742,1,3,18,18,18
32742,2,3,18,18,18
32742,3,101,,,
32742,4,101,,,
32742,5,101,,,
32742,6,101,,,
32743,1,3,18,18,18
32743,2,3,15,15,15
32743,3,3,15,15,15
32743,4,3,12,12,12
32743,5,101,,,
32743,6,101,,,
32744,1,3,15,15,15
32744,2,3,6,6,6
32744,3,3,6,6,6
32744,4,2,12,12,15
32744,5,2,3,3,6
32744,6,99,,,
32749,1,4,15,15,15
32749,2,99,,,
32749,3,99,,,
32749,4,99,,,
32749,5,99,,,
32749,6,99,,,
32750,1,4,6,6,6
32750,2,4,6,6,6
32750,3,4,6,3,3
32750,4,4,6,6,6
32750,5,4,9,9,9
32750,6,99,,,
32758,1,2,3,3,3
32758,2,2,9,9,12
32758,3,2,12,12,12
32758,4,2,3,3,6
32758,5,99,,,
32758,6,99,,,
32761,1,2,6,6,6
32761,2,2,12,12,12
32761,3,2,12,12,12
32761,4,2,12,12,12
32761,5,2,9,9,12
32761,6,99,,,
32763,1,1,9,9,9
32763,2,1,15,15,15
32763,3,1,3,3,3
32763,4,1,9,9,9
32763,5,99,,,
32763,6,99,,,
32765,1,2,12,12,12
32765,2,99,,,
32765,3,99,,,
32765,4,99,,,
32765,5,99,,,
32765,6,99,,,
32769,1,2,6,6,6
32769,2,2,9,9,9
32769,3,2,12,12,12
32769,4,99,,,
32769,5,99,,,
32769,6,99,,,
32782,1,1,15,15,15
32782,2,1,12,12,15
32782,3,1,12,12,12
32782,4,1,3,3,3
32782,5,1,15,15,15
32782,6,99,,,
32786,1,1,18,18,18
32786,2,1,18,18,18
32786,3,101,,,
32786,4,101,,,
32786,5,101,,,
32786,6,101,,,
32787,1,2,3,3,3
32787,2,2,6,3,6
32787,3,2,9,9,9
32787,4,99,,,
32787,5,99,,,
32787,6,99,,,
32794,1,2,3,0,3
32794,2,99,,,
32794,3,99,,,
32794,4,99,,,
32794,5,99,,,
32794,6,99,,,
32797,1,3,3,3,3
32797,2,3,3,3,3
32797,3,3,9,9,12
32797,4,3,3,3,6
32797,5,99,,,
32797,6,99,,,
32798,1,1,9,6,6
32798,2,1,3,3,3
32798,3,1,12,12,12
32798,4,100,,,
32798,5,100,,,
32798,6,100,,,
32806,1,2,3,3,6
32806,2,2,12,12,12
32806,3,2,15,15,15
32806,4,2,3,3,6
32806,5,2,12,12,12
32806,6,99,,,
32814,1,3,18,15,15
32814,2,3,18,18,18
32814,3,3,18,18,18
32814,4,101,,,
32814,5,101,,,
32814,6,101,,,
32816,1,1,15,15,15
32816,2,1,12,12,12
32816,3,99,,,
32816,4,99,,,
32816,5,99,,,
32816,6,99,,,
32817,1,3,9,9,9
32817,2,3,12,12,15
32817,3,3,6,6,6
32817,4,2,12,12,12
32817,5,2,9,9,9
32817,6,99,,,
32818,1,2,3,3,3
32818,2,2,3,3,6
32818,3,2,9,9,9
32818,4,2,6,6,6
32818,5,2,6,6,6
32818,6,99,,,
32826,1,3,6,3,3
32826,2,3,9,9,9
32826,3,3,12,12,15
32826,4,3,6,6,6
32826,5,3,3,3,3
32826,6,100,,,
32834,1,1,15,15,15
32834,2,1,3,3,3
32834,3,1,12,12,12
32834,4,1,6,6,6
32834,5,1,6,6,6
32834,6,99,,,
32836,1,2,6,6,6
32836,2,2,12,12,12
32836,3,2,9,6,6
32836,4,2,12,9,9
32836,5,2,9,9,12
32836,6,99,,,
32841,1,3,15,15,15
32841,2,3,9,9,9
32841,3,3,3,3,3
32841,4,3,15,15,15
32841,5,3,15,15,15
32841,6,99,,,
32843,1,2,15,15,15
32843,2,2,9,6,6
32843,3,100,,,
32843,4,100,,,
32843,5,100,,,
32843,6,100,,,
32853,1,4,15,15,15
32853,2,4,3,3,3
32853,3,4,3,3,3
32853,4,4,9,9,9
32853,5,99,,,
32853,6,99,,,
32856,1,4,12,12,12
32856,2,4,3,3,3
32856,3,4,12,12,15
32856,4,4,12,12,12
32856,5,4,9,9,12
32856,6,4,12,12,15
32857,1,4,6,3,6
32857,2,4,3,3,3
32857,3,4,9,9,12
32857,4,4,9,9,9
32857,5,4,3,3,3
32857,6,99,,,
32864,1,3,15,15,15
32864,2,3,6,6,6
32864,3,3,9,9,9
32864,4,2,15,15,15
32864,5,2,12,12,15
32864,6,99,,,
32865,1,4,15,15,15
32865,2,99,,,
32865,3,99,,,
32865,4,99,,,
32865,5,99,,,
32865,6,99,,,
32866,1,4,18,18,18
32866,2,4,12,12,12
32866,3,4,15,15,15
32866,4,4,15,15,15
32866,5,101,,,
32866,6,101,,,
32867,1,4,3,3,3
32867,2,4,15,15,18
32867,3,4,3,3,3
32867,4,4,3,3,6
32867,5,4,6,3,3
32867,6,99,,,
32877,1,3,6,6,6
32877,2,3,15,15,15
32877,3,3,6,6,6
32877,4,3,15,15,15
32877,5,4,9,9,9
32877,6,99,,,
32886,1,3,3,3,3
32886,2,3,6,6,6
32886,3,3,3,3,3
32886,4,2,12,12,12
32886,5,2,15,15,15
32886,6,99,,,
32887,1,2,15,15,15
32887,2,2,3,3,6
32887,3,2,6,6,9
32887,4,2,6,6,6
32887,5,99,,,
32887,6,99,,,
32897,1,1,12,9,9
32897,2,99,,,
32897,3,99,,,
32897,4,99,,,
32897,5,99,,,
32897,6,99,,,
32899,1,3,15,15,15
32899,2,3,15,15,15
32899,3,3,15,15,18
32899,4,3,12,12,15
32899,5,3,12,12,12
32899,6,99,,,
32901,1,4,12,12,12
32901,2,4,15,15,15
32901,3,4,12,12,12
32901,4,4,3,3,6
32901,5,99,,,
32901,6,99,,,
32906,1,3,6,6,6
32906,2,3,6,6,6
32906,3,3,15,15,15
32906,4,3,9,9,9
32906,5,3,3,3,3
32906,6,3,15,15,18
32913,1,4,6,6,6
32913,2,99,,,
32913,3,99,,,
32913,4,99,,,
32913,5,99,,,
32913,6,99,,,
32916,1,1,3,3,3
32916,2,1,12,12,15
32916,3,1,15,15,15
32916,4,1,12,12,12
32916,5,100,,,
32916,6,100,,,
32925,1,2,12,12,12
32925,2,2,6,6,6
32925,3,2,15,15,15
32925,4,2,6,6,6
32925,5,2,3,3,6
32925,6,99,,,
32926,1,2,12,12,12
32926,2,2,6,6,6
32926,3,2,15,12,12
32926,4,2,15,15,15
32926,5,100,,,
32926,6,100,,,
32928,1,4,15,15,15
32928,2,4,6,6,6
32928,3,4,9,9,9
32928,4,4,6,6,6
32928,5,4,6,6,6
32928,6,99,,,
32934,1,1,12,12,12
32934,2,1,9,9,9
32934,3,1,12,12,12
32934,4,1,15,15,15
32934,5,100,,,
32934,6,100,,,
32937,1,4,12,12,12
32937,2,4,12,12,12
32937,3,4,12,12,12
32937,4,99,,,
32937,5,99,,,
32937,6,99,,,
32945,1,2,6,6,6
32945,2,2,3,3,3
32945,3,100,,,
32945,4,100,,,
32945,5,100,,,
32945,6,100,,,
32946,1,4,9,9,9
32946,2,4,3,3,3
32946,3,4,12,12,12
32946,4,99,,,
32946,5,99,,,
32946,6,99,,,
32952,1,4,3,3,3
32952,2,4,9,9,9
32952,3,4,6,6,6
32952,4,4,12,12,12
32952,5,4,3,3,3
32952,6,99,,,
32958,1,4,15,15,15
32958,2,4,6,6,6
32958,3,99,,,
32958,4,99,,,
32958,5,99,,,
32958,6,99,,,
32967,1,4,18,18,18
32967,2,4,18,12,12
32967,3,101,,,
32967,4,101,,,
32967,5,101,,,
32967,6,101,,,
32968,1,2,12,12,12
32968,2,2,12,12,12
32968,3,2,9,9,12
32968,4,2,12,12,12
32968,5,2,9,9,9
32968,6,99,,,
32970,1,4,6,6,9
32970,2,4,3,3,3
32970,3,4,12,12,12
32970,4,4,3,3,3
32970,5,99,,,
32970,6,99,,,
32973,1,4,15,15,15
32973,2,4,3,3,3
32973,3,4,12,12,12
32973,4,4,12,12,12
32973,5,99,,,
32973,6,99,,,
32980,1,1,12,12,12
32980,2,1,12,12,12
32980,3,1,6,6,9
32980,4,99,,,
32980,5,99,,,
32980,6,99,,,
32986,1,4,9,9,12
32986,2,4,6,6,6
32986,3,4,6,6,6
32986,4,4,12,12,12
32986,5,4,9,6,9
32986,6,99,,,
32988,1,1,3,0,0
32988,2,1,9,9,9
32988,3,1,6,6,6
32988,4,1,3,3,6
32988,5,100,,,
32988,6,100,,,
32996,1,4,6,6,6
32996,2,4,6,6,9
32996,3,4,6,6,6
32996,4,99,,,
32996,5,99,,,
32996,6,99,,,
32999,1,2,12,12,12
32999,2,2,3,3,3
32999,3,2,12,9,9
32999,4,100,,,
32999,5,100,,,
32999,6,100,,,
33002,1,2,15,15,15
33002,2,2,9,6,6
33002,3,2,9,9,12
33002,4,2,6,6,6
33002,5,2,12,12,12
33002,6,99,,,
33003,1,1,3,3,3
33003,2,1,15,15,15
33003,3,1,9,9,9
33003,4,1,6,6,6
33003,5,99,,,
33003,6,99,,,
33005,1,1,3,3,3
33005,2,1,12,12,12
33005,3,1,3,3,3
33005,4,1,3,3,3
33005,5,1,6,6,6
33005,6,99,,,
33006,1,3,3,3,3
33006,2,3,12,12,12
33006,3,99,,,
33006,4,99,,,
33006,5,99,,,
33006,6,99,,,
33019,1,2,15,12,12
33019,2,2,9,9,9
33019,3,2,9,9,9
33019,4,2,6,6,6
33019,5,2,9,9,9
33019,6,99,,,
33025,1,2,9,9,9
33025,2,2,15,15,15
33025,3,2,9,9,9
33025,4,99,,,
33025,5,99,,,
33025,6,99,,,
33026,1,1,6,6,6
33026,2,1,6,6,6
33026,3,1,9,9,12
33026,4,1,15,15,15
33026,5,100,,,
33026,6,100,,,
33027,1,1,6,6,6
33027,2,1,12,12,12
33027,3,1,6,6,6
33027,4,1,15,15,15
33027,5,1,9,9,9
33027,6,1,15,15,15
33030,1,3,3,3,6
33030,2,3,12,12,12
33030,3,3,15,15,15
33030,4,99,,,
33030,5,99,,,
33030,6,99,,,
33039,1,2,9,9,9
33039,2,2,12,12,12
33039,3,2,3,3,3
33039,4,2,6,6,6
33039,5,100,,,
33039,6,100,,,
33047,1,1,3,3,6
33047,2,1,6,3,3
33047,3,1,9,9,9
33047,4,1,6,6,6
33047,5,1,9,9,9
33047,6,99,,,
33049,1,4,3,3,3
33049,2,4,9,9,9
33049,3,4,12,9,12
33049,4,4,12,9,12
33049,5,4,12,9,9
33049,6,4,3,3,3
33062,1,2,9,9,9
33062,2,2,12,12,12
33062,3,2,15,15,15
33062,4,2,12,12,12
33062,5,100,,,
33062,6,100,,,
33065,1,4,6,6,6
33065,2,4,12,12,12
33065,3,100,,,
33065,4,100,,,
33065,5,100,,,
33065,6,100,,,
33088,1,4,3,3,3
33088,2,4,9,9,9
33088,3,4,9,9,12
33088,4,4,15,15,15
33088,5,4,3,3,3
33088,6,99,,,
33097,1,3,15,15,15
33097,2,3,15,15,18
33097,3,3,18,18,18
33097,4,3,18,18,18
33097,5,101,,,
33097,6,101,,,
33099,1,1,15,15,15
33099,2,1,3,3,3
33099,3,1,6,6,6
33099,4,1,3,3,6
33099,5,99,,,
33099,6,99,,,
33104,1,2,6,6,6
33104,2,99,,,
33104,3,99,,,
33104,4,99,,,
33104,5,99,,,
33104,6,99,,,
33105,1,4,18,18,18
33105,2,4,18,18,18
33105,3,4,18,18,18
33105,4,101,,,
33105,5,101,,,
33105,6,101,,,
33114,1,1,9,9,9
33114,2,1,9,9,9
33114,3,1,12,12,12
33114,4,1,6,6,6
33114,5,1,15,15,15
33114,6,99,,,
33117,1,3,18,18,18
33117,2,101,,,
33117,3,101,,,
33117,4,101,,,
33117,5,101,,,
33117,6,101,,,
33119,1,4,3,3,3
33119,2,4,15,15,18
33119,3,4,3,3,6
33119,4,4,15,15,15
33119,5,100,,,
33119,6,100,,,
33121,1,2,15,15,15
33121,2,2,15,15,18
33121,3,2,15,15,15
33121,4,99,,,
33121,5,99,,,
33121,6,99,,,
33126,1,1,15,15,15
33126,2,99,,,
33126,3,99,,,
33126,4,99,,,
33126,5,99,,,
33126,6,99,,,
33128,1,3,3,3,3
33128,2,3,12,12,12
33128,3,3,3,0,0
33128,4,3,12,12,12
33128,5,100,,,
33128,6,100,,,
33129,1,4,6,6,6
33129,2,4,9,9,9
33129,3,4,3,3,3
33129,4,4,12,12,12
33129,5,4,15,15,15
33129,6,99,,,
33131,1,2,6,6,6
33131,2,2,12,12,12
33131,3,2,3,3,6
33131,4,2,3,3,3
33131,5,2,15,15,18
33131,6,100,,,
33142,1,3,12,12,15
33142,2,99,,,
33142,3,99,,,
